INC000000985703;IBERIA;IBERIA;02/02/2018 9:21;07/02/2018 23:52;Resolved;Fujitsu - mensaje en el que se pide cambiemos el rodillo de arrastre de las hojas.;IAG SITA Support;EUC;EUC;Baja;4-Baja;Tech Name: Jonathan Cevallos Time/Date on site: 2018-02-02 13:36:04 Time/Date off site: 2018-02-02 14:34:00 Resolution details: We cleaned the rollers, and the scanner, and made an adjustment and tested the correct performance of the scanner Release by IB user: Maria;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;07/02/2018;PRINTING FAILURE;;5;SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL);MNG. CONTROL PLANIFICACIÓ (APXP00AZ)
INC000000985704;IBERIA;IBERIA;02/02/2018 9:24;02/02/2018 9:41;Resolved;PID 29221 CON 2350 MSGS;SOPORTE HOST IBM;Server Tower;Server Tower;Baja;4-Baja;soporte Host Ibm, se realiza la operativa corta;Unidad de Operaciones Ordenadores;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;MANDOS;
INC000000985706;IBERIA;IBERIA;02/02/2018 9:46;02/02/2018 9:46;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;TALLER MOTORES;MNG FACTURACIÓN (AMRF0D)
INC000000985707;IBERIA;IBERIA;02/02/2018 10:26;02/02/2018 10:26;Resolved;nUMERO BILLETE FREE;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;02/02/2018;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000985709;IBERIA;IBERIA;02/02/2018 10:23;02/02/2018 10:23;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000985710;OTHERS;BRITISH AIRWAYS;02/02/2018 9:46;02/02/2018 9:58;;KRKAG1 - SAP TOOL-ACCN team members not able to access transactions;SSI;Service Ops Tower;Service Ops Tower;Media;3-Medio;This is a RFS ticket, not an incident, it shall come from BA side with the proper template completed in a RFS ticket which includes the NDA from the users. Due the failure on the process, we cancel the ticket as it is not an incident.;Unidad Control del Servicio;INCIDENT;02/02/2018;DEFAULT;DEFAULT;0;SIN IDENTIFICAR;
INC000000985712;IBERIA;IBERIA;02/02/2018 9:57;08/02/2018 10:11;;https://s1-2.ariba.com/gb/?realm=IAGGBS-IB-IAG-IAGCARGO-AVIOS;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Media;3-Medio;Issue currently being investigated by CPS Admin;Mantenimiento Financiero;INCIDENT;08/02/2018;ACCESS FAILURE;;6;PMI AEROPUERTO;PERSONAL PMI (AHAKP0EP)
INC000000985713;IBERIA;IBERIA;02/02/2018 10:06;03/02/2018 20:22;Resolved;Falla el CKI online. Intenta de acceder los clientes y no deja ver las tarjetas de embarque.;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;2/2/18 7:57:58 PM, NIIT.HPANDEY, Hi Team, It is seen that the Error occurring is PID_CNN error. As per the information present in Confluence this error is managed by Delivery team. Could you please confirm it with the relevant team. Meanwhile we are assigning this incident you;MANTENIMIENTO IB.COM;INCIDENT;03/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000985714;IBERIA EXPRESS;IBERIA EXPRESS;02/02/2018 10:17;02/02/2018 20:20;Resolved;PROBLEMartAS EN EMBARQUE CON LAS TARJETAS DE LA WEB;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;2-Alta;Hemos hablado de nuevo con aseguramiento de I2 y nos han dicho que con las nuevas tarjetas ya funciona, el problema era que las lectoras estaban leyendo en el boarding pass el 0 de delante al final y por eso no detectaba bien a los pasajeros. Damos por cerrado el problema.;Unidad Control del Servicio;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;Madrid/Alcañiz;
INC000000985715;IBERIA;IBERIA;02/02/2018 10:10;02/02/2018 13:25;Resolved;Portatil: The machine turned black and does not keep loading information. Cannot work.;IAG EUC Support;EUC;EUC;Baja;4-Baja;Disco restaurado, se realizan pruebas de diagnostico y ya no reporta errores físicos, se entrega el equipo a la usuaria.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;02/02/2018;HARDWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MNG GESTIÓN CONTROL EXTER (ALCSC0)
INC000000985716;IBERIA;IBERIA;02/02/2018 10:22;02/02/2018 12:07;Resolved;Un Stentofon (intercomunicador), con ext 204, no funciona correctamente.;Soporte Radio/Analógico;Network Tower;Network Tower;Media;2-Alta;Reiniciamos el Stentofon y ay funciona correctamente.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;TERMINAL T4;ASIST.PAX T4_TRA_SPV (AHMDST4V)
INC000000985717;IBERIA;IBERIA;02/02/2018 10:19;02/02/2018 10:19;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000985718;IBERIA;IBERIA;02/02/2018 10:17;06/02/2018 17:43;Resolved;LINUX_ibm - --AVISAR_ON-CALL_GESTION_DEL_INGRESO--ALERTA-CRI-PROCAPL1-PNRS:Carga180201-KO;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Media;3-Medio;La máquina destino no tenia espacio suficiente para almacenar los ficheros. Una vez que ha tenido espacio, se ha vuelto a ejecutar el proceso en modo sólo envío.;Mantenimiento Pasaje;INCIDENT;06/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;4;MANDOS;
INC000000985719;OTHERS;BRITISH AIRWAYS;02/02/2018 10:12;08/02/2018 13:52;Resolved;BATCH JOB - LATESUB - NPM0001B;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;;Unidad Control del Servicio;INCIDENT;14/02/2018;PROCESS FAILURE;;6;SIN IDENTIFICAR;
INC000000985720;IBERIA;IBERIA;02/02/2018 10:36;02/02/2018 10:36;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);FLOTA A320 (AVVIC0A0)
INC000000985721;IBERIA;IBERIA;02/02/2018 10:20;08/02/2018 10:12;;INCIDENCIA NUEVO ARIBA CUENTAS CONTABLES NO FIGURAN ASOCIADAS;PROCUREMENT-SUPPORT-ELS;Delivery;Delivery;Baja;4-Baja;Issue currently being investigated by CPS Admin;Mantenimiento Financiero;INCIDENT;08/02/2018;SOFTWARE FAILURE;;6;TERMINAL T4;MNG. PLANIF. SEGURIDAD Y (AH10PS)
INC000000985723;IBERIA;IBERIA;02/02/2018 10:22;02/02/2018 10:22;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000985724;IBERIA;IBERIA;02/02/2018 10:28;02/02/2018 10:28;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000985730;IBERIA;IBERIA;02/02/2018 10:24;02/02/2018 10:24;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000985732;IBERIA;IBERIA;02/02/2018 10:37;07/02/2018 13:48;Resolved;INCIDENCIA CON INFORME PÉRDIDAS DE CONEXIÓN;AIRPORT2;Application Tower;Aeropuertos;Baja;4-Baja;No tenemos reporte del usuario de que este problema se siga produciendo. Se puede resolver la incidencia.;Mantenimiento Aeropuertos;INCIDENT;07/02/2018;SOFTWARE FAILURE;;5;NEO-MARTINEZ VILLERGAS 49;NETWORK & CONNECTIONS SUP (ALS000AP)
INC000000985733;IBERIA;IBERIA;02/02/2018 10:23;02/02/2018 14:00;Resolved;SAV006 - GEROMA está fallando , como puedes ver en el pantallazo abajo hay varios aviones repetidos;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;2-Alta;Análisis de impacto: No aplica Acciones realizadas: Se modifica el proceso trae_escoba para que para las matrículas ECJEI, ECKMD y ECKKS devuelva que los vuelos son A-319 Pruebas realizadas: Se comprueba que la pantalla ya carga.;Mantenimiento Operaciones;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000985734;IBERIA;IBERIA;02/02/2018 12:22;02/02/2018 12:43;Resolved;EMISION EMDS CON PLACA FV 000;TKT;Application Tower;PSS;Baja;4-Baja;El funcionamiento es correcto al ser un EMD creado desde el carrito de la compra (*** EMD SHOPING CART *** ). Se crean con compañia 000 para que no vayan a administración. Para más información contacta con DS/PSS COORD <pss.coord@iberia.es>;Mantenimiento Pasaje;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;BCN AEROPUERTO;MNG. ATENCIÓN AL PASAJER (AHABS0)
INC000000985735;IBERIA;IBERIA;02/02/2018 10:30;02/02/2018 10:30;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000985736;IBERIA;IBERIA;02/02/2018 10:27;02/02/2018 10:44;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;signin reset;Unidad de Operaciones Ordenadores;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000985738;IBERIA;IBERIA;02/02/2018 10:42;02/02/2018 10:42;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;TMA MECANICA (AMNLB0AC)
INC000000985739;IBERIA;IBERIA;02/02/2018 10:36;02/02/2018 11:11;Resolved;Gaudi no aparece en Área personal y al intentar dar de alta en tareas. No le deja acceder.;JAVA Apps Support;Application Tower;RRHH;Baja;4-Baja;se comprueba que ya tiene el menú Gaudi, se llama al usuario al móvil pero no contesta. se le manda correo.;Mantenimiento Corporativa y RRHH;INCIDENT;02/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;SIN IDENTIFICAR;
INC000000985740;IBERIA;IBERIA;02/02/2018 10:30;05/02/2018 13:39;Resolved;Fallo con microsoft forms Office 365;IAG EUC Remote Support;EUC;EUC;Baja;4-Baja;Issue : Unable to access office O365 forms Device Details :PTL-NFAFHHO Trouble shooting done :Cleared the histories and cookies in user computer Resolution::Issue resolved after clearing the histories and cookies in user computer and closing this case with user confirmation;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;05/02/2018;SOFTWARE FAILURE;;3;NEO-MARTINEZ VILLERGAS 49;D. CONTROL GEST. (1FI000)
INC000000985741;IBERIA;IBERIA;02/02/2018 10:33;02/02/2018 10:33;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000985745;IBERIA;IBERIA;02/02/2018 11:05;04/02/2018 17:08;Resolved;contraseña en MSDOS al PC BCND121;IAG SITA Support;EUC;EUC;Media;3-Medio;Resolution details: FE Name:Alfonso Leon Date of intervention:2018-02-02 On site hours: 14:16 Off site hours:15:14 Work done: PC rejoined to delegaciones domain and now working properly. Release Name:Antonio Albero Faulty asset details: Tag: Z4437E6AE8C0B Serial: PBRMRGT Type: PC->Desktop Make: IBM LENOVO Model: THINKCENTREM91USFF;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;04/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR (BARCELONA);ESP. DE SOPORTE MATERIALE (AMICI0BC)
INC000000985746;IBERIA;IBERIA;02/02/2018 10:53;02/02/2018 11:17;Resolved;Comprobación Plataforma Ibcom;Operación Ordenadores Unisys;Server Tower;Server Tower;Media;3-Medio;Se comprueba la plataforma;Unidad de Operaciones Ordenadores;INCIDENT;02/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000985747;IBERIA;IBERIA;02/02/2018 10:57;02/02/2018 13:56;Resolved;BATERIAS SIN PLAN DE MANTENIMIENTO 7200539706 (PENDIENTES TAMBIEN 7200537696, 7200536535, 7200536708;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;Al hacer el phase in del equipo se crea el maintenance plan con el status inactivo en lugar de activo. Se le indico al usuario que debe activar el plan.;Mantenimiento Dir. Técnica;INCIDENT;06/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);CONTROL ROTABLES (AMAV00D0)
INC000000985749;IBERIA;IBERIA;02/02/2018 11:03;05/02/2018 9:22;Resolved;Escalado Job: Mail message from CONTROL-M: Ha fallado el job I32O000 en zlc , avisar en horario lab;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Ha fallado el proceso I32O000. Impact: Medio, no se procesa el fichero de carga de pasaje y PFS para la aplicación I32. Root Cause: En la rutina I32RMIL2 accede a la tabla BEACU.TACUFMI con la cia del acuerdo y la clase equivalente para recuperar el factor millas clase. El proceso falla porque no existe el factor millas clase. Steps Taken: Solicitud para modificar la fecha FMIFINI para la cia y la clase agrupada de la tabla BEACU.TACUFMI. Recibido el aviso que se modifico la fecha FMIFINI, relanzar el proceso desde el paso fallado. Termina OK.;Mantenimiento COBOL;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000985750;IBERIA;IBERIA;02/02/2018 11:08;07/02/2018 11:15;Resolved;Fallo Software:;ELS_RRHH_CORP_COMUN;Delivery;Delivery;Media;3-Medio;Ana Isabel Vera solicita el cierre de la incidencia.;Mantenimiento Corporativa y RRHH;INCIDENT;07/02/2018;SOFTWARE FAILURE;;5;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG DESARROLLO COMERCIAL (ASBPC0)
INC000000985751;IBERIA;IBERIA;02/02/2018 8:47;10/02/2018 8:56;Resolved;Cálculo erróneo de PPE ( 430312);PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se explica el calculo que realiza el sistema al usuario por si quieren cambiarlo;Mantenimiento Corporativa y RRHH;INCIDENT;10/02/2018;SOFTWARE FAILURE;;8;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. NÓMINAS (3YRN00)
INC000000985753;IBERIA;IBERIA;02/02/2018 8:49;02/02/2018 8:53;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se resetea la contraseña y se verifica.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;HANGAR 5;MNG. HANGAR 6, CAD 1 Y 2 (AMIRD1)
INC000000985754;IBERIA;IBERIA;02/02/2018 8:48;02/02/2018 8:48;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;SIN IDENTIFICAR;
INC000000985755;IBERIA;IBERIA;02/02/2018 9:05;;Pending;[ob20315051] No puede reservar vuelo solo ida.;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;4-Baja;[2/21/2018]NIIT.abansal, Requested business to ask the user to re-try the issue as we don't see any errors. [2018/02/16] LEDA.mclemente: De momento sólo nos ha llegado este caso. Hemos realizado pruebas y se nos muestra correctamente. [2/16/2018]NIIT.abansal, Business to confirm that this is the only OB member that is facing the issues or this problem is general? Because it is slightly strange to have this behavior for one member. [2018/02/15] LEDA.mclemente: El problema le ocurre al cliente desde hace varios meses. [2/15/2018 ] NIIT.abansal, Unable to find anything concrete, asked business to check with user and if problem still persists provide a new time stamp;MANTENIMIENTO IB.COM;INCIDENT;21/02/2018;SOFTWARE FAILURE;;27;MANDOS;
INC000000985757;IBERIA;IBERIA;02/02/2018 9:04;;Pending;Error MVT vuelos de llegada;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;;Mantenimiento Aeropuertos;INCIDENT;27/02/2018;SOFTWARE FAILURE;;27;TERMINAL T4;DESP.AVIONES_JEF.SERV. (AHMDC01J)
INC000000985759;IBERIA;IBERIA;02/02/2018 9:13;06/02/2018 12:00;Resolved;Fallo Software: mal funcionamiento IE, deja de funcionar constantemente;IAG EUC Remote Support;EUC;EUC;Media;2-Alta;Issue : IE is crashing while try to open IB proxima Device Details :OVDFF01B Trouble shooting done :Reset the IE and now issue got sorted out Resolution:Issue resolved after IE reset. Hence closing this case with user confirmation;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;06/02/2018;SOFTWARE FAILURE;;4;OVD AEROPUERTO;PASAJEROS OVIEDO (AHAYV0PA)
INC000000985761;IBERIA;IBERIA;02/02/2018 9:01;02/02/2018 9:08;Resolved;Regularización LIQ Oct 2017 755856;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;El empleado tenia mal datos de puesto, el numero de contrato.;Mantenimiento Corporativa y RRHH;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000985762;IBERIA;IBERIA;02/02/2018 9:02;07/02/2018 9:58;Resolved;Outlook: se queda cargando perfil;IAG EUC Support;EUC;EUC;Media;3-Medio;Tras la revisión de ayer, se comprueba que el usuario puede volver a trabajr sin problema.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;07/02/2018;SOFTWARE FAILURE;;5;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000000985763;IBERIA;IBERIA;02/02/2018 9:04;02/02/2018 9:09;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se resetea la contraseña y se verifica.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;INGENIERIA CFM (AMITR0D0)
INC000000985765;IBERIA;IBERIA;02/02/2018 11:14;02/02/2018 11:14;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000985766;IBERIA;IBERIA;02/02/2018 9:08;08/02/2018 15:03;Resolved;CRM CI:Error al cargar datos de marketing relacional por no poder acceder a distintos objetos de la;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Se comprueban los procesos, se resetean los objetos etl, se comprueba el acceso a los objetos de bbdd, se restauran los objetos etl, se ejecuta la secuencia de carga ok.;Mantenimiento BI;INCIDENT;08/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;6;SIN IDENTIFICAR;
INC000000985767;IBERIA;IBERIA;02/02/2018 9:11;02/02/2018 15:06;Resolved;ING012: Error proceso SecuenciaAirFlitev2;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Análisis: Se estudia el alcance Acciones: comprobaciones error datastage, reproceso y pruebas Pruebas:ok;Mantenimiento BI;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000985768;IBERIA EXPRESS;IBERIA EXPRESS;02/02/2018 9:27;06/02/2018 10:35;Resolved;El usuario aparece deshabilitado;OAM/OIM/OVD/OIF/OSB Support;Application Tower;HerramientasIT;Media;3-Medio;El usuario apracere activo;Mantenimiento Herramientas IT & DBAs;INCIDENT;06/02/2018;SOFTWARE FAILURE;;4;;
INC000000985769;IBERIA;IBERIA;02/02/2018 9:19;02/02/2018 14:28;Resolved;Fallo Peoplesoft: abono company paid de una nómina de la que se solicitó retro;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se explica el calculo a la usuaria;Mantenimiento Corporativa y RRHH;INCIDENT;02/02/2018;DATA ISSUE;;0;TFS AEROPUERTO;PERSONAL TENERIFE SUR (AHALU0EP)
INC000000985770;IBERIA;IBERIA;02/02/2018 9:18;02/02/2018 11:44;Resolved;[GENERAL] IBERIA APPLICATION - CI+;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se revisa el empleado, se necesita recalcular.;Mantenimiento Corporativa y RRHH;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. NÓMINAS (3YRN00)
INC000000985771;IBERIA;IBERIA;02/02/2018 9:33;07/02/2018 9:08;Resolved;Datos de efectividad oGSC;AIRPORT2;Application Tower;Aeropuertos;Baja;4-Baja;Los datos son correctos. El usuario ha hablado con JJ y están operando los vuelos con código LA, excepto los dos a los que haces referencia. Cerramos incidenica;Mantenimiento Aeropuertos;INCIDENT;07/02/2018;SOFTWARE FAILURE;;5;NEO-MARTINEZ VILLERGAS 49;NETWORK & CONNECTIONS SUP (ALS000AP)
INC000000985772;IBERIA;IBERIA;02/02/2018 9:46;02/02/2018 9:55;Resolved;Reinicio contraseña usuario AUTATC.SNAPON;Admon. Seguridad Informática;Seguridad;Seguridad;Media;3-Medio;Se resetea la contraseña y se remite al correo tcs.orecio@iberia.es.;Unidad Seguridad Informática;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000985775;IBERIA;IBERIA;02/02/2018 9:31;02/02/2018 9:31;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000985776;IBERIA;IBERIA;02/02/2018 9:23;05/02/2018 8:07;Resolved;Error FTP ELM - FTP mencionado abajo no nos funciona;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Media;2-Alta;Se soluciona poniendo 775 a la carpeta;Unidad de Operaciones Ordenadores;INCIDENT;05/02/2018;SOFTWARE FAILURE;;3;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. DESARROLLO SOPORTE (ASG100)
INC000000985778;IBERIA;IBERIA;02/02/2018 9:59;21/02/2018 9:26;Resolved;AMO001 - APN1418 Vuelos a futuros en Flight Leg no aparecen.;FNO-MANTENIMIENTO TERCEROS;Application Tower;FLIGHT OPERATIONS;Baja;4-Baja;Análisis de impacto: No aplica. Acciones realizadas: Se llama a la usuaria no explica el problema y abrimos consulta a proveedor que nos comenta que los vuelos a futuro solo salen disponibles en WO cuando ya no lo son porque han aterrizado y su información está en AMOS. Es el comportamiento normal de la aplicación por lo que se procede al cierre de la incidencia. Pruebas realizadas: No aplica;Mantenimiento Operaciones;INCIDENT;21/02/2018;SOFTWARE FAILURE;;19;SIN IDENTIFICAR;
INC000000985779;IBERIA;IBERIA;02/02/2018 9:25;04/02/2018 20:21;Resolved;LINUX_ibm - El job: F49O801 con OrderID: 2z362 del DataCenter: CTM_SERVER en la maquina: zlc, Aplica;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Falla al borrar la condición del fichero de entrada. Impact: Bajo. Root Cause: Falla al borrar la condición del fichero de entrada porque está con ODATE diferente al ejecutarse el proceso un día despues de su ODATE. Steps Taken: Se revisan las ejecuciones, se elimina la condición del día anterior y se da por OK el proceso.;Mantenimiento COBOL;INCIDENT;04/02/2018;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000985781;IBERIA;IBERIA;02/02/2018 9:40;;Pending;ICA006: Demora ejecución carga CM40 REPORT 2018-01;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Pendiente de comprobación de ejecuciones de procesos en bbdd.;Mantenimiento BI;INCIDENT;12/02/2018;SOFTWARE FAILURE;;27;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000985782;IBERIA;IBERIA;02/02/2018 9:32;02/02/2018 10:14;Resolved;[COM042 [IAG-565] IAG JRT Corporate Booking Portals : <Order Failed Error>;IBIS_NDC_GAR;Delivery;Delivery;Media;3-Medio;At the time of purchase there were no seats available corresponding to the conditions of the search.;MANTENIMIENTO IB.COM;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000985783;IBERIA;IBERIA;02/02/2018 9:41;02/02/2018 14:14;Resolved;RETJ JUDCL // BORRAR ATRASOS;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;Se insertan activadores de segmentación que se han perdido;Mantenimiento Corporativa y RRHH;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. NÓMINAS (3YRN00)
INC000000985784;IBERIA;IBERIA;02/02/2018 9:35;28/02/2018 11:55;Resolved;Tryp - Bolsa horas año anterior;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Esta incidencia es de marzo de 2017, hicimos un análisis y las importaciones a PeopleSoft en esa fecha no enviaban DLs cuando se trataba de una incidencia de tipo CRH con el código (CLC, CLT, CFC, CFT). Aunque ese problema está resuelto actualmente, el proceso no puede volver a enviar los datos ya que es de un periodo superior a 2 meses, y PeopleSoft sólo recupera de una fecha de 2 meses atrás.;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;26;TALLER MOTORES;MNG ALMACENES Y RECEPCIÓN (AMRF01)
INC000000985785;IBERIA;IBERIA;02/02/2018 9:59;02/02/2018 9:59;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
