INC000000986079;IBERIA;02/02/2018 17:15;02/02/2018 17:15;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986080;IBERIA;02/02/2018 17:17;02/02/2018 17:24;Resolved;Vuelos Enganchados Sala VIP Dali;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;Resuelto;Unidad Control del Servicio;INCIDENT;02/02/2018;SOFTWARE FAILURE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000986081;IBERIA;02/02/2018 17:32;05/02/2018 15:32;Resolved;[Gaudi Realtime] indicador de conexiones críticas - No actualiza los datos desde las 14:24 LT 032/02;Aplicaciones BI;Application Tower;BI;Media;ISSUE: The indicator do not refresh after 14:27 IMPACT: The users will not be able to view the current data in the reports which help them in Airport operations. ANALYSIS: GaudiPr4 application services was hanged. RESOLUTION: GaudiPr4 windows services were re-started. PROBLEM TICKET REQUIRED? : No. The services were restarted and therefore , no issue with the application. CAN THIS ISSUE BE PREVENTED?: No. The services were restarted and therefore , no issue with the application.;Mantenimiento BI;INCIDENT;05/02/2018;SOFTWARE FAILURE;;3;SIN IDENTIFICAR;
INC000000986084;IBERIA;02/02/2018 17:55;02/02/2018 17:55;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.110 - ALMACENES GENERALES;RESP. FACT. INTERL Y AG D (3KEMV0)
INC000000986086;IBERIA;02/02/2018 18:06;02/02/2018 18:22;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Media;Se contacta con la usuaria, se resetea la contraseña y nos indica que accede correctamente<;Unidad de Operaciones Ordenadores;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000986088;IBERIA;02/02/2018 18:18;02/02/2018 18:18;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986089;IBERIA;02/02/2018 19:21;05/02/2018 17:52;Resolved;[GENERAL] IBERIA APPLICATION - CI+;SSI;Service Ops Tower;Service Ops Tower;Baja;Buenas tardes Almudena Usted solo tiene permiso de acceso al correo a través de la versión Web de la aplicación, si necesita acceso a través de cualquier cliente, bien de PC o de aplicación movil en tablet, debe de solicitar la modificación de su licencia a través de la petición de ventanilla unico de Modificacion de Licencia de Correo.;Unidad Control del Servicio;INCIDENT;05/02/2018;SOFTWARE FAILURE;;3;TERMINAL T4;GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000000986090;IBERIA EXPRESS;02/02/2018 19:50;04/02/2018 13:15;Resolved;DAT002: URGENTE INCIDENCIA VUELO I23641/02FEB TLS MAD;Conectividad de red;Network Tower;Network Tower;Alta;Se comprueba que ya esta funcionando. Se pidio al usuario que reiniciara el router en su lado.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;04/02/2018;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000986092;IBERIA;02/02/2018 19:26;05/02/2018 12:29;Resolved;[Gaudi Realtime] No actualiza Gaudi;Aplicaciones BI;Application Tower;BI;Media;Issue : The indicator do not refresh after 14:28 Impact : the users are not able to see correct data in the indicadores. Analysis: It is verified that the platform can be accessed, all reports are blocked and incorrect time is shown in the indicadores, the services of gaudipr4 does not work. Actions taken : The services were restrted for incident # INC000000986476. PROBLEM TICKET REQUIRED? : No. The services were restarted and therefore , no issue with the application. CAN THIS ISSUE BE PREVENTED?: No. The services were restarted and therefore , no issue with the application.;Mantenimiento BI;INCIDENT;16/02/2018;SOFTWARE FAILURE;;3;SIN IDENTIFICAR;
INC000000986093;IBERIA;02/02/2018 18:35;02/02/2018 18:52;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;VERIFICACION RB211_CF34 (AMITP0DC)
INC000000986095;IBERIA;02/02/2018 19:39;02/02/2018 19:39;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.110 - ALMACENES GENERALES;RESP. FACT. INTERL Y AG D (3KEMV0)
INC000000986098;IBERIA;02/02/2018 19:55;02/02/2018 20:38;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;Resuelta;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;BIO AEROPUERTO;TMA MECANICA BILBAO (AMNLR0DB)
INC000000986101;IBERIA;02/02/2018 21:37;07/02/2018 17:05;Resolved;respuesta de error;BA_ITSC;Service Ops Tower;Service Ops Tower;Media;Hi Gerardo, your access was removed as it was not used for more than 180days. Please reapply for access via corporate directory to reinstate the account.;Unidad Control del Servicio;INCIDENT;07/02/2018;DEFAULT;DEFAULT;5;SIN IDENTIFICAR (BUENOS AIRES);DELEG COMERCIAL ARGENTINA (ACW3R0)
INC000000986102;BRITISH AIRWAYS;02/02/2018 22:10;02/02/2018 22:15;Resolved;SI HUB CHECK;BA_ITSC;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;08/02/2018;DEFAULT;;0;SIN IDENTIFICAR;
INC000000986105;IBERIA;02/02/2018 23:36;05/02/2018 12:57;Resolved;LINUX_sun - ibclogec1.ib : Swap area occupied 94.32%. Assign incidence SERVICIOS_CKI_GAR SupportGrou;Aplicaciones BI;Application Tower;BI;Baja;Issue: ELK - high swap area was occupied on client node ibclogec1.ib. Analysis: After running for some time client nodes consume swap memory. Thus it is required to restart the elasticsearch services. Business Impact: Users will not be able to make request and response from Kibana if client node leaves the cluster. Hence it is important that both the client nodes in cluster are up and running. Resolution: we restarted the elasticsearch services on client node ibclogec1.ib and it is up and running now. Problem Ticket required: No, as client nodes have light memory leak after running from sometime. Thus it is important to start services on client nodes. Can this incident be prevented: No, as client nodes have light memory leak after running from sometime. Thus it is important to restart elasticservices on client nodes;Mantenimiento BI;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000986106;IBERIA;03/02/2018 0:19;05/02/2018 8:05;Resolved;PAIVFM ABORT FIN. Prod-C.;RSV;Application Tower;PSS;Baja;exite un schedule corriendo que impide que se lance la actualización nocturna. se termina y se lanza sin problemas;Mantenimiento Pasaje;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000986110;IBERIA;03/02/2018 1:58;03/02/2018 1:58;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;03/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000986113;IBERIA;03/02/2018 2:33;09/02/2018 11:41;Resolved;LINUX - ibftplinext.ib : Filesystem ftp-sftpusers-ftppdf005ibpl-ftppdf005aglt-outgoing is nearly at;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Baja;Resize FS 10 Gb more. Now it is at 37%;Unidad de Operaciones Ordenadores;INCIDENT;09/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;6;MANDOS;
INC000000986115;IBERIA;03/02/2018 3:29;03/02/2018 11:33;Resolved;LINUX - ibcrobotl.ib : Filesystem delivery-robot-batch esta ocupado al 90.00%. Abrir ARS a grupo AM_;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;2/3/2018 3:59:41 PM, NIIT.rjha, Cleared space. Space is under 90% now. Closing incident. Log attached.;MANTENIMIENTO IB.COM;INCIDENT;03/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000986118;IBERIA;03/02/2018 4:40;03/02/2018 4:40;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;03/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986129;IBERIA;03/02/2018 5:37;06/02/2018 1:29;Resolved;LINUX_sun - ibcewl1.ib : Swap area occupied 90.16%. Call out to SOPORTE LINUX-SISTEMA OPERATIVO OnCa;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;Issue: Swap space occupied. Impact: server impacted: Resolution: Automated resolution reported.;MANTENIMIENTO IB.COM;INCIDENT;06/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000986134;IBERIA;03/02/2018 8:09;05/02/2018 9:36;Resolved;LINUX_ibm - SIC010:ERROR_EN_EJECUCION_JB;Aplicaciones BI;Application Tower;BI;Baja;la carga ha fallado debido a que el proceso nocturno del día anterior aún estaba corriendo;Mantenimiento BI;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000986137;IBERIA;03/02/2018 11:06;05/02/2018 10:40;Resolved;Error en Pantalla informativa en blanco;ASSECO_MTO_CKIONLINE;Application Tower;CHEKIN / RESIBER;Media;Se reinicia el conector y se comprueba que las pantallas quedan funcionando. Se cierra la incidencia;Mantenimiento Pasaje;INCIDENT;05/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000986140;IBERIA;03/02/2018 10:04;13/02/2018 10:12;Resolved;[British Airways] Incidencia de desactivacion Airbusworld;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;19/02/2018;SOFTWARE FAILURE;;10;EDIF.104 - HANGAR 2;APOYO NET (AMNLP0CB)
INC000000986143;IBERIA;03/02/2018 11:06;05/02/2018 10:40;Resolved;Error en Pantalla informativa en blanco;ASSECO_MTO_CKIONLINE;Application Tower;CHEKIN / RESIBER;Media;Se reinicia el conector y se comprueba que las pantallas quedan funcionando. Se cierra la incidencia;Mantenimiento Pasaje;INCIDENT;05/02/2018;SOFTWARE FAILURE;;2;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000986144;IBERIA;03/02/2018 11:15;03/02/2018 11:15;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;03/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986147;IBERIA;03/02/2018 13:05;05/02/2018 9:43;Resolved;LINUX_ibm - SIC011:ERROR EN PROCESO DAILY;Aplicaciones BI;Application Tower;BI;Baja;ACCIONES: el fichero ha llegado más tarde de lo esperado. se lanza la carga una vez recibido y controlamos que acabe correctamente;Mantenimiento BI;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;MANDOS;
INC000000986148;IBERIA;03/02/2018 11:34;05/02/2018 7:40;Resolved;[PORTAL EMPLEADO] Pestaña de Mi area de trabajo no tiene todas las funciones habilitadas;JAVA Apps Support;Application Tower;RRHH;Baja;se comprueba que el servicio devuelve correctamente todas las opciones de la usuaria. Se cierra la incidencia;Mantenimiento Corporativa y RRHH;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;2;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000986150;IBERIA;03/02/2018 12:07;03/02/2018 12:07;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;03/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986151;IBERIA;02/02/2018 16:59;02/02/2018 16:59;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986152;IBERIA;02/02/2018 17:00;02/02/2018 17:00;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986154;IBERIA;02/02/2018 17:02;02/02/2018 17:02;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986157;IBERIA;02/02/2018 17:05;02/02/2018 17:05;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986158;IBERIA;02/02/2018 17:04;02/02/2018 17:04;Resolved;Nómina reset SITEL;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986159;IBERIA;02/02/2018 17:06;02/02/2018 17:06;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986160;IBERIA;02/02/2018 17:05;02/02/2018 17:05;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986161;IBERIA;02/02/2018 17:05;02/02/2018 17:05;Resolved;Nómina reset RESET;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986163;IBERIA;02/02/2018 17:07;02/02/2018 17:07;Resolved;Nómina reset SITEL;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986164;IBERIA;02/02/2018 17:07;02/02/2018 17:07;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986165;IBERIA;02/02/2018 17:13;02/02/2018 17:13;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000986166;IBERIA;02/02/2018 17:18;02/02/2018 17:18;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD UNLOCK;0;TALLER MOTORES;INGENIERIA RB211 (AMITR0E0)
INC000000986167;IBERIA;02/02/2018 17:32;09/02/2018 12:26;Resolved;[IPM003] no me aparece la reparación en ZISABANA;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;Solution was provided to the user on how to update document for a characteristic;Mantenimiento Dir. Técnica;INCIDENT;09/02/2018;SOFTWARE FAILURE;;7;SIN IDENTIFICAR;
INC000000986168;IBERIA;02/02/2018 17:19;02/02/2018 17:19;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986169;IBERIA;02/02/2018 18:27;02/02/2018 18:27;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000986172;IBERIA;02/02/2018 17:19;02/02/2018 17:19;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986175;IBERIA;02/02/2018 17:29;02/02/2018 17:29;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000986176;IBERIA;02/02/2018 17:42;13/02/2018 10:18;Resolved;Mail message from CONTROL-M: HA FALLADO EL I19O046, avisar en horario laboral a USCIBMAM (amibmcap@i;USCIBMAM;Application Tower;Cobol Domain;Baja;Issue: El proceso falla a que se inicia la ejecución sin que haya llegado por completo el fichero de entrada Impact: El proceso I19O061 falla Root Cause: La transmisión del fichero entre PGP y cmem es tan lenta que el fichero llega a moverse al directorio /datos de linux sin haber finalizado de recibirse y provoca el fallo del proceso. Steps Taken: Se verifican las distintas ejecuciones del proceso para comprobar que exista ya una correcta y se borra el proceso fallado.;Mantenimiento COBOL;INCIDENT;13/02/2018;PROCESS FAILURE;BATCH;11;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000986177;IBERIA;02/02/2018 17:42;05/02/2018 9:47;Resolved;LINUX_ibm - SIC011:ERROR EN PROCESO DAILY;Aplicaciones BI;Application Tower;BI;Baja;ACCIOENS. el fichero de tkts está bloqueado en el servidor de la jb. se ha abierto incidencia para que que lo liberen;Mantenimiento BI;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000986180;IBERIA;02/02/2018 17:46;07/02/2018 13:18;Resolved;Fallo Software: Impresora sin conexión;IAG EUC Remote Support;EUC;EUC;Baja;Issue : Unable to print Device Details :PTL-RMARTINL Cause :Prblem due to improper printer driver installation Trouble shooting done :Checked and installed the proper pritner driver in user computer and now user can able to print Resolution:Installed the proper printer driver and user can able to print. Hence closing this case with user confirmation;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;07/02/2018;SOFTWARE FAILURE;;5;TALLER MOTORES;INGENIERIA REPARACION (AMITP0A0)
INC000000986182;IBERIA;02/02/2018 18:08;03/02/2018 20:31;Resolved;Fallo Software:indicadores ipad;Aplicaciones BI;Application Tower;BI;Media;Se resuelve con la Se relaciona con la INC000000986255;Mantenimiento BI;INCIDENT;03/02/2018;SOFTWARE FAILURE;;1;EDIF.110 - ALMACENES GENERALES;RESP. FACT. INTERL Y AG D (3KEMV0)
INC000000986183;IBERIA;02/02/2018 18:19;02/02/2018 18:19;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986184;IBERIA;02/02/2018 18:16;02/02/2018 18:16;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986185;IBERIA;02/02/2018 18:23;22/02/2018 15:39;Resolved;Materialización G6 con PAX_RES_PADRE incoherente;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Baja;Subida el próximo 22FEB - CRQ000000107882 para NIIT_MTO_GESING - CRQ000000107981 para TSSUNUNISYS-BBDD;Mantenimiento Pasaje;INCIDENT;22/02/2018;SOFTWARE FAILURE;;20;SIN IDENTIFICAR (MADRID BARAJAS);U. SISTEMAS PASAJE (ASXJ00)
INC000000986186;IBERIA;02/02/2018 18:24;02/02/2018 18:24;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000986187;IBERIA;02/02/2018 18:28;07/02/2018 16:21;Resolved;NTCTCMKM017 - Pl 0 Hojas, America * 40P/A0DX023004021 - Atascos;Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;Ok;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;07/02/2018;PRINTING FAILURE;;5;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- DOCUM. (AGDM00MA)
INC000000986188;IBERIA;02/02/2018 18:34;02/02/2018 18:34;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;;0;SIN IDENTIFICAR;
INC000000986190;IBERIA;02/02/2018 19:21;08/02/2018 6:23;Resolved;[CARGP FENIX EXP] Cannot print any information from the app;CARGO-FENIX;Application Tower;CARGO;Media;User confirm that issue had resolved;Mantenimiento Cargo;INCIDENT;08/02/2018;SOFTWARE FAILURE;;6;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- DOCUM. (AGDM00MA)
INC000000986191;IBERIA;02/02/2018 19:32;02/02/2018 19:32;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;02/02/2018;PERFORMANCE ISSUE;;0;BIO AEROPUERTO;TMA MECANICA BILBAO (AMNLR0DB)
INC000000986192;IBERIA;02/02/2018 21:51;26/02/2018 8:31;Resolved;Fallo WEVIL;AIRPORT2_ELS;Delivery;Delivery;Baja;se realiza cambio de versión y se soluciona;Mantenimiento Aeropuertos;INCIDENT;26/02/2018;SOFTWARE FAILURE;;24;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000986197;IBERIA;02/02/2018 19:53;22/02/2018 9:56;Resolved;[PORTAL EMPLEADO] No aparece el día 31/01;PeopleSoft Apps Support;Application Tower;RRHH;Baja;Se le envia correo para que nos proporcione mas datos;Mantenimiento Corporativa y RRHH;INCIDENT;22/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;20;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000986199;IBERIA;02/02/2018 19:52;05/02/2018 12:12;Resolved;LINUX_sun - apgil2.ib : Swap area occupied 90.63%. Pass alert assign ticket to TECUTM - Unix team.;Soporte Linux - Sistema Operativo;Server Tower;Server Tower;Baja;proceso ap java;Unidad de Operaciones Ordenadores;INCIDENT;05/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;3;MANDOS;
INC000000986200;IBERIA;02/02/2018 20:54;02/02/2018 21:10;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;GEST.EQUIPAJES_SERV.AUX (AHMDT01X)
INC000000986202;IBERIA;02/02/2018 20:03;02/02/2018 20:03;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02/02/2018;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000986203;IBERIA;02/02/2018 20:23;03/02/2018 8:03;Resolved;[IPM002] NO SE HA GENERADO ORDEN SAP/WO AMOS WO100934862;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;Duplicate Incident;Mantenimiento Dir. Técnica;INCIDENT;03/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000986205;IBERIA;02/02/2018 21:07;13/02/2018 11:18;Resolved;Mail message from CONTROL-M: Ha fallado el job I19O061 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;Issue: El proceso falla a que se inicia la ejecución sin que haya llegado por completo el fichero de entrada Impact: El proceso I19O061 falla Root Cause: La transmisión del fichero entre PGP y cmem es tan lenta que el fichero llega a moverse al directorio /datos de linux sin haber finalizado de recibirse y provoca el fallo del proceso. Steps Taken: Se verifican las distintas ejecuciones del proceso para comprobar que exista ya una correcta y se borra el proceso fallado.;Mantenimiento COBOL;INCIDENT;13/02/2018;PROCESS FAILURE;BATCH;11;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000986207;PERUVIAN;02/02/2018 22:44;05/02/2018 7:15;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;AIRPORT2;Application Tower;Aeropuertos;Media;se resetea la contraseña del emulador a iberia01, se prueba y funciona correctamente.;Mantenimiento Aeropuertos;INCIDENT;05/02/2018;ACCESS FAILURE;PASSWORD RESET;3;---;
INC000000986208;IBERIA;02/02/2018 22:04;02/02/2018 22:26;Resolved;CICLOPE_HUB Actualizacion de Vistas Materializadas de CICLOPEHUB;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;Impacto Sin impacto Acciones tomadas Se revisa el proceso y ha sido un periodo casi de 1 hora sin actualizar datos. Se comprueba que ya estan llegando los updates.Procedemos a cerrar la incidencia Pruebas la tabla se actualiza correctamente;Mantenimiento Operaciones;INCIDENT;02/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
